Time,Chatroom(Desired),Chatroom(Opened),Message Input,Unique Code(Searched),Chatroom(Found),Status,Reason(FAIL)
2025-07-16 03:27:55,test 9,test 9,"MI2 NND(C) #04 NGMARKING LOT_ID: f5ea93aa97 has NG Rate of 17.62% at 2025-07-16 03:27:47. Total defect count is 110. Surface defect count: 52, Dimension defect count: 58. Please Check!!",26801f02,test 9,SUCCESS,
2025-07-16 03:28:05,NND alert test 2,NND alert test 2,"MI2 NND(A) #06 NGMARKING LOT_ID: 658bf1fd78 has NG Rate of 2.66% at 2025-07-16 03:27:57. Total defect count is 68. Surface defect count: 28, Dimension defect count: 40. Please Check!!",6a6eb3cc,NND alert test 2,SUCCESS,
2025-07-16 03:28:15,test 10,test 10,"MI2 NND(C) #03 NGMARKING LOT_ID: a764ec1473 has NG Rate of 10.25% at 2025-07-16 03:28:07. Total defect count is 193. Surface defect count: 96, Dimension defect count: 97. Please Check!!",4e712025,test 10,SUCCESS,
2025-07-16 03:33:25,test 8,test 8,"MI2 NND(A) #02 INTEGRATION LOT_ID: ec9fb601ab has NG Rate of 17.35% at 2025-07-16 03:33:17. Total defect count is 71. Surface defect count: 70, Dimension defect count: 1. Please Check!!",3df19118,test 8,SUCCESS,
2025-07-16 03:33:35,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #05 NGMARKING LOT_ID: 4a2bc712bc has NG Rate of 1.53% at 2025-07-16 03:33:27. Total defect count is 161. Surface defect count: 98, Dimension defect count: 63. Please Check!!",b1210de6,김지희 (Jihee Kim),SUCCESS,
2025-07-16 03:33:44,test 10,test 10,"MI2 NND(C) #01 INTEGRATION LOT_ID: f9e342a95e has NG Rate of 7.23% at 2025-07-16 03:33:37. Total defect count is 132. Surface defect count: 64, Dimension defect count: 68. Please Check!!",2bd02337,test 10,SUCCESS,
2025-07-16 03:33:54,NND alert test 3,NND alert test 3,"MI2 NND(A) #06 INTEGRATION LOT_ID: b4d9bb94fe has NG Rate of 16.22% at 2025-07-16 03:33:46. Total defect count is 113. Surface defect count: 84, Dimension defect count: 29. Please Check!!",9acc2142,NND alert test 3,SUCCESS,
2025-07-16 03:34:04,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #04 FOIL LOT_ID: 9ff4d094b9 has NG Rate of 16.95% at 2025-07-16 03:33:56. Total defect count is 107. Surface defect count: 81, Dimension defect count: 26. Please Check!!",ff3c343e,김지희 (Jihee Kim),SUCCESS,
2025-07-16 03:34:14,NND alert test 2,NND alert test 2,"MI2 NND(C) #04 NGMARKING LOT_ID: ea97b17a16 has NG Rate of 6.22% at 2025-07-16 03:34:06. Total defect count is 111. Surface defect count: 56, Dimension defect count: 55. Please Check!!",064fc715,NND alert test 2,SUCCESS,
2025-07-16 03:34:24,NND alert test 1,NND alert test 1,"MI2 NND(A) #03 NGMARKING LOT_ID: 4089e02957 has NG Rate of 10.85% at 2025-07-16 03:34:16. Total defect count is 109. Surface defect count: 90, Dimension defect count: 19. Please Check!!",7646c48a,NND alert test 1,SUCCESS,
2025-07-16 03:34:34,test 7,test 7,"MI2 NND(C) #03 FOIL LOT_ID: 8ba415df40 has NG Rate of 4.34% at 2025-07-16 03:34:26. Total defect count is 184. Surface defect count: 93, Dimension defect count: 91. Please Check!!",01b0b6bc,test 7,SUCCESS,
2025-07-16 03:34:44,test 7,test 7,"MI2 NND(C) #01 NGMARKING LOT_ID: c482756858 has NG Rate of 19.40% at 2025-07-16 03:34:36. Total defect count is 127. Surface defect count: 53, Dimension defect count: 74. Please Check!!",2c6e7ada,test 7,SUCCESS,
2025-07-16 03:34:54,test 8,test 8,"MI2 NND(C) #01 NGMARKING LOT_ID: 3be612876c has NG Rate of 11.53% at 2025-07-16 03:34:46. Total defect count is 98. Surface defect count: 40, Dimension defect count: 58. Please Check!!",2344f400,test 8,SUCCESS,
2025-07-16 03:40:04,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #01 FOIL LOT_ID: d3d2a2d2a0 has NG Rate of 16.22% at 2025-07-16 03:39:56. Total defect count is 93. Surface defect count: 9, Dimension defect count: 84. Please Check!!",77ad6d34,김지희 (Jihee Kim),SUCCESS,
2025-07-16 03:40:14,test 5,test 5,"MI2 NND(C) #06 NGMARKING LOT_ID: 7e03206ece has NG Rate of 11.14% at 2025-07-16 03:40:06. Total defect count is 135. Surface defect count: 37, Dimension defect count: 98. Please Check!!",a5bf482f,test 5,SUCCESS,
2025-07-16 03:40:23,test 5,test 5,"MI2 NND(C) #06 INTEGRATION LOT_ID: 5734fb31a5 has NG Rate of 1.29% at 2025-07-16 03:40:16. Total defect count is 58. Surface defect count: 11, Dimension defect count: 47. Please Check!!",5e38563a,test 5,SUCCESS,
2025-07-16 03:40:33,test 8,test 8,"MI2 NND(C) #01 FOIL LOT_ID: d19483d6b5 has NG Rate of 15.21% at 2025-07-16 03:40:25. Total defect count is 146. Surface defect count: 72, Dimension defect count: 74. Please Check!!",ba82359f,test 8,SUCCESS,
2025-07-16 03:40:43,test 7,test 7,"MI2 NND(A) #06 FOIL LOT_ID: 9d4fb40cad has NG Rate of 10.99% at 2025-07-16 03:40:35. Total defect count is 91. Surface defect count: 78, Dimension defect count: 13. Please Check!!",d2c5b144,test 7,SUCCESS,
2025-07-16 03:40:53,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #02 FOIL LOT_ID: 01ab83c541 has NG Rate of 9.54% at 2025-07-16 03:40:45. Total defect count is 148. Surface defect count: 69, Dimension defect count: 79. Please Check!!",c843d8e1,김지희 (Jihee Kim),SUCCESS,
2025-07-16 03:41:03,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #06 FOIL LOT_ID: 3995377bf3 has NG Rate of 11.25% at 2025-07-16 03:40:55. Total defect count is 78. Surface defect count: 38, Dimension defect count: 40. Please Check!!",3e128d4e,김지희 (Jihee Kim),SUCCESS,
2025-07-16 03:41:13,test 7,test 7,"MI2 NND(C) #01 NGMARKING LOT_ID: 892a5d0386 has NG Rate of 0.15% at 2025-07-16 03:41:05. Total defect count is 154. Surface defect count: 83, Dimension defect count: 71. Please Check!!",21968f42,test 7,SUCCESS,
2025-07-16 03:41:23,NND alert test 3,NND alert test 3,"MI2 NND(C) #02 FOIL LOT_ID: 3ad0961dd5 has NG Rate of 17.73% at 2025-07-16 03:41:15. Total defect count is 53. Surface defect count: 38, Dimension defect count: 15. Please Check!!",3890a654,NND alert test 3,SUCCESS,
2025-07-16 03:41:33,test 5,test 5,"MI2 NND(C) #01 NGMARKING LOT_ID: ae160183f5 has NG Rate of 16.73% at 2025-07-16 03:41:25. Total defect count is 108. Surface defect count: 77, Dimension defect count: 31. Please Check!!",cc9c66a0,test 5,SUCCESS,
2025-07-16 03:41:42,test 4,test 4,"MI2 NND(A) #05 NGMARKING LOT_ID: 35212e62af has NG Rate of 1.47% at 2025-07-16 03:41:35. Total defect count is 53. Surface defect count: 17, Dimension defect count: 36. Please Check!!",b9451f6d,test 4,SUCCESS,
2025-07-16 03:41:52,NND alert test 3,NND alert test 3,"MI2 NND(A) #01 NGMARKING LOT_ID: 4c24bf9a13 has NG Rate of 17.16% at 2025-07-16 03:41:44. Total defect count is 134. Surface defect count: 72, Dimension defect count: 62. Please Check!!",3363cbc4,NND alert test 3,SUCCESS,
2025-07-16 03:42:02,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #01 INTEGRATION LOT_ID: 37f9fbe1d9 has NG Rate of 6.90% at 2025-07-16 03:41:54. Total defect count is 58. Surface defect count: 3, Dimension defect count: 55. Please Check!!",874f1d5b,김지희 (Jihee Kim),SUCCESS,
2025-07-16 03:42:12,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #01 FOIL LOT_ID: aea53ede2e has NG Rate of 17.66% at 2025-07-16 03:42:04. Total defect count is 82. Surface defect count: 76, Dimension defect count: 6. Please Check!!",10c72d5d,김지희 (Jihee Kim),SUCCESS,
2025-07-16 03:42:22,test 8,test 8,"MI2 NND(C) #06 FOIL LOT_ID: bf60565d2e has NG Rate of 14.40% at 2025-07-16 03:42:14. Total defect count is 142. Surface defect count: 72, Dimension defect count: 70. Please Check!!",be71b8d5,test 8,SUCCESS,
2025-07-16 03:42:32,test 10,test 10,"MI2 NND(C) #04 FOIL LOT_ID: 6c78051c7a has NG Rate of 8.22% at 2025-07-16 03:42:24. Total defect count is 150. Surface defect count: 89, Dimension defect count: 61. Please Check!!",b331ae51,test 10,SUCCESS,
2025-07-16 03:42:42,test 5,test 5,"MI2 NND(A) #01 FOIL LOT_ID: 06cf3fe047 has NG Rate of 8.32% at 2025-07-16 03:42:34. Total defect count is 80. Surface defect count: 80, Dimension defect count: 0. Please Check!!",bf5aba48,test 5,SUCCESS,
2025-07-16 03:42:52,NND alert test 3,NND alert test 3,"MI2 NND(C) #03 FOIL LOT_ID: 36bb941216 has NG Rate of 18.69% at 2025-07-16 03:42:44. Total defect count is 67. Surface defect count: 1, Dimension defect count: 66. Please Check!!",bbcc3081,NND alert test 3,SUCCESS,
2025-07-16 03:43:02,test 8,test 8,"MI2 NND(C) #05 FOIL LOT_ID: 3036227f7a has NG Rate of 0.36% at 2025-07-16 03:42:54. Total defect count is 78. Surface defect count: 59, Dimension defect count: 19. Please Check!!",6afba3e5,test 8,SUCCESS,
2025-07-16 03:43:11,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #02 INTEGRATION LOT_ID: f4eb640737 has NG Rate of 15.47% at 2025-07-16 03:43:04. Total defect count is 91. Surface defect count: 85, Dimension defect count: 6. Please Check!!",2c5743f7,김지희 (Jihee Kim),SUCCESS,
2025-07-16 03:43:21,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #02 INTEGRATION LOT_ID: f9014018a5 has NG Rate of 6.71% at 2025-07-16 03:43:13. Total defect count is 78. Surface defect count: 62, Dimension defect count: 16. Please Check!!",122b774c,김지희 (Jihee Kim),SUCCESS,
2025-07-16 03:43:31,test 4,test 4,"MI2 NND(C) #03 INTEGRATION LOT_ID: 31cc448303 has NG Rate of 3.01% at 2025-07-16 03:43:23. Total defect count is 51. Surface defect count: 27, Dimension defect count: 24. Please Check!!",ed06203c,test 4,SUCCESS,
2025-07-16 03:48:41,NND alert test 1,NND alert test 1,"MI2 NND(C) #02 INTEGRATION LOT_ID: 8bc206d922 has NG Rate of 2.90% at 2025-07-16 03:48:33. Total defect count is 112. Surface defect count: 17, Dimension defect count: 95. Please Check!!",d27bceb2,NND alert test 1,SUCCESS,
2025-07-16 03:48:51,test 4,test 4,"MI2 NND(C) #06 INTEGRATION LOT_ID: 7c17da2f4f has NG Rate of 4.36% at 2025-07-16 03:48:43. Total defect count is 145. Surface defect count: 58, Dimension defect count: 87. Please Check!!",a3de046f,test 4,SUCCESS,
2025-07-16 03:49:01,NND alert test 2,NND alert test 2,"MI2 NND(C) #02 INTEGRATION LOT_ID: 0932f06980 has NG Rate of 17.07% at 2025-07-16 03:48:53. Total defect count is 114. Surface defect count: 38, Dimension defect count: 76. Please Check!!",40abbe6c,NND alert test 2,SUCCESS,
2025-07-16 03:49:11,test 9,test 9,"MI2 NND(A) #04 FOIL LOT_ID: 748093a741 has NG Rate of 7.03% at 2025-07-16 03:49:03. Total defect count is 148. Surface defect count: 91, Dimension defect count: 57. Please Check!!",20b24c8a,test 9,SUCCESS,
2025-07-16 03:49:21,test 8,test 8,"MI2 NND(C) #01 INTEGRATION LOT_ID: 194fe0967a has NG Rate of 7.91% at 2025-07-16 03:49:13. Total defect count is 95. Surface defect count: 27, Dimension defect count: 68. Please Check!!",12df584a,test 8,SUCCESS,
2025-07-16 03:49:31,test 6,test 6,"MI2 NND(A) #03 INTEGRATION LOT_ID: 00e4aab647 has NG Rate of 10.39% at 2025-07-16 03:49:23. Total defect count is 97. Surface defect count: 48, Dimension defect count: 49. Please Check!!",03e6b027,test 6,SUCCESS,
2025-07-16 03:49:41,test 7,test 7,"MI2 NND(C) #06 FOIL LOT_ID: 37d1c4e227 has NG Rate of 18.41% at 2025-07-16 03:49:33. Total defect count is 130. Surface defect count: 33, Dimension defect count: 97. Please Check!!",8c1a0985,test 7,SUCCESS,
2025-07-16 03:49:50,test 10,test 10,"MI2 NND(A) #06 NGMARKING LOT_ID: 61b64fcd37 has NG Rate of 0.02% at 2025-07-16 03:49:43. Total defect count is 119. Surface defect count: 58, Dimension defect count: 61. Please Check!!",c0c2c91f,test 10,SUCCESS,
2025-07-16 03:50:00,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #03 NGMARKING LOT_ID: ef7a1d5442 has NG Rate of 11.50% at 2025-07-16 03:49:52. Total defect count is 106. Surface defect count: 10, Dimension defect count: 96. Please Check!!",e30062db,김지희 (Jihee Kim),SUCCESS,
2025-07-16 03:50:10,NND alert test 3,NND alert test 3,"MI2 NND(C) #06 INTEGRATION LOT_ID: 7a95ca2329 has NG Rate of 7.62% at 2025-07-16 03:50:02. Total defect count is 81. Surface defect count: 65, Dimension defect count: 16. Please Check!!",03b605a3,NND alert test 3,SUCCESS,
2025-07-16 03:50:20,NND alert test 3,NND alert test 3,"MI2 NND(C) #02 NGMARKING LOT_ID: cb81306970 has NG Rate of 15.26% at 2025-07-16 03:50:12. Total defect count is 89. Surface defect count: 57, Dimension defect count: 32. Please Check!!",61e49b5b,NND alert test 3,SUCCESS,
2025-07-16 03:50:30,test 10,test 10,"MI2 NND(A) #01 NGMARKING LOT_ID: f0973d046e has NG Rate of 12.11% at 2025-07-16 03:50:22. Total defect count is 69. Surface defect count: 48, Dimension defect count: 21. Please Check!!",24d4881b,test 10,SUCCESS,
2025-07-16 03:50:40,test 5,test 5,"MI2 NND(A) #03 NGMARKING LOT_ID: c55b8a16a6 has NG Rate of 19.92% at 2025-07-16 03:50:32. Total defect count is 70. Surface defect count: 67, Dimension defect count: 3. Please Check!!",1086e29a,test 5,SUCCESS,
2025-07-16 03:50:50,test 8,test 8,"MI2 NND(C) #06 FOIL LOT_ID: 6bad27b3cf has NG Rate of 18.27% at 2025-07-16 03:50:42. Total defect count is 88. Surface defect count: 71, Dimension defect count: 17. Please Check!!",f7f1ef90,test 8,SUCCESS,
2025-07-16 03:51:00,test 10,test 10,"MI2 NND(C) #01 INTEGRATION LOT_ID: df0581d9e8 has NG Rate of 10.71% at 2025-07-16 03:50:52. Total defect count is 96. Surface defect count: 7, Dimension defect count: 89. Please Check!!",56f282d2,test 10,SUCCESS,
2025-07-16 03:51:09,test 5,test 5,"MI2 NND(C) #06 FOIL LOT_ID: 850b3a9b8c has NG Rate of 18.38% at 2025-07-16 03:51:02. Total defect count is 152. Surface defect count: 53, Dimension defect count: 99. Please Check!!",f4b92efe,test 5,SUCCESS,
2025-07-16 03:51:19,NND alert test 2,NND alert test 2,"MI2 NND(C) #04 NGMARKING LOT_ID: 5d7915d27e has NG Rate of 4.86% at 2025-07-16 03:51:11. Total defect count is 84. Surface defect count: 80, Dimension defect count: 4. Please Check!!",d61ee7d4,NND alert test 2,SUCCESS,
2025-07-16 03:51:29,test 5,test 5,"MI2 NND(C) #04 INTEGRATION LOT_ID: bed101403c has NG Rate of 2.79% at 2025-07-16 03:51:21. Total defect count is 94. Surface defect count: 1, Dimension defect count: 93. Please Check!!",6009f2de,test 5,SUCCESS,
2025-07-16 03:51:39,test 5,test 5,"MI2 NND(C) #03 INTEGRATION LOT_ID: f28609c47c has NG Rate of 19.48% at 2025-07-16 03:51:31. Total defect count is 72. Surface defect count: 61, Dimension defect count: 11. Please Check!!",56fbd71d,test 5,SUCCESS,
2025-07-16 03:56:49,test 4,test 4,"MI2 NND(C) #06 FOIL LOT_ID: 4206319ddd has NG Rate of 1.09% at 2025-07-16 03:56:41. Total defect count is 50. Surface defect count: 38, Dimension defect count: 12. Please Check!!",a9c2d88d,test 4,SUCCESS,
2025-07-16 03:56:59,test 7,test 7,"MI2 NND(C) #03 FOIL LOT_ID: 5370235c2d has NG Rate of 15.76% at 2025-07-16 03:56:51. Total defect count is 162. Surface defect count: 89, Dimension defect count: 73. Please Check!!",bb929252,test 7,SUCCESS,
2025-07-16 03:57:09,test 7,test 7,"MI2 NND(A) #05 FOIL LOT_ID: fb550f49e6 has NG Rate of 0.17% at 2025-07-16 03:57:01. Total defect count is 121. Surface defect count: 90, Dimension defect count: 31. Please Check!!",10d77861,test 7,SUCCESS,
2025-07-16 03:57:19,test 4,test 4,"MI2 NND(C) #04 NGMARKING LOT_ID: d96d19014b has NG Rate of 1.26% at 2025-07-16 03:57:11. Total defect count is 145. Surface defect count: 64, Dimension defect count: 81. Please Check!!",4baf473b,test 4,SUCCESS,
2025-07-16 03:57:29,NND alert test 3,NND alert test 3,"MI2 NND(C) #06 INTEGRATION LOT_ID: 235091b52e has NG Rate of 15.54% at 2025-07-16 03:57:21. Total defect count is 23. Surface defect count: 9, Dimension defect count: 14. Please Check!!",b437813d,NND alert test 3,SUCCESS,
2025-07-16 03:57:39,NND alert test 2,NND alert test 2,"MI2 NND(A) #04 NGMARKING LOT_ID: fffb5ef7b3 has NG Rate of 9.31% at 2025-07-16 03:57:31. Total defect count is 73. Surface defect count: 17, Dimension defect count: 56. Please Check!!",73f36f3e,NND alert test 2,SUCCESS,
2025-07-16 03:57:48,test 8,test 8,"MI2 NND(C) #04 NGMARKING LOT_ID: 451601c4c7 has NG Rate of 16.51% at 2025-07-16 03:57:41. Total defect count is 132. Surface defect count: 33, Dimension defect count: 99. Please Check!!",8320c80d,test 8,SUCCESS,
2025-07-16 03:57:58,test 6,test 6,"MI2 NND(A) #06 INTEGRATION LOT_ID: 37dc81b112 has NG Rate of 8.63% at 2025-07-16 03:57:50. Total defect count is 71. Surface defect count: 33, Dimension defect count: 38. Please Check!!",665c49a9,test 6,SUCCESS,
2025-07-16 03:58:08,test 4,test 4,"MI2 NND(A) #02 FOIL LOT_ID: ff000dec44 has NG Rate of 8.51% at 2025-07-16 03:58:00. Total defect count is 62. Surface defect count: 4, Dimension defect count: 58. Please Check!!",7c4c9ce0,test 4,SUCCESS,
2025-07-16 03:58:18,NND alert test 1,NND alert test 1,"MI2 NND(A) #05 NGMARKING LOT_ID: b246b48026 has NG Rate of 1.08% at 2025-07-16 03:58:10. Total defect count is 143. Surface defect count: 91, Dimension defect count: 52. Please Check!!",7715d6e0,NND alert test 1,SUCCESS,
2025-07-16 03:58:28,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #01 NGMARKING LOT_ID: 78a4c6d8f2 has NG Rate of 13.79% at 2025-07-16 03:58:20. Total defect count is 116. Surface defect count: 21, Dimension defect count: 95. Please Check!!",39ba6427,김지희 (Jihee Kim),SUCCESS,
2025-07-16 03:58:38,test 8,test 8,"MI2 NND(A) #03 FOIL LOT_ID: 274662a138 has NG Rate of 9.20% at 2025-07-16 03:58:30. Total defect count is 140. Surface defect count: 58, Dimension defect count: 82. Please Check!!",10ad4f8d,test 8,SUCCESS,
2025-07-16 03:58:48,NND alert test 2,NND alert test 2,"MI2 NND(C) #01 INTEGRATION LOT_ID: 871ce7f39c has NG Rate of 14.43% at 2025-07-16 03:58:40. Total defect count is 103. Surface defect count: 47, Dimension defect count: 56. Please Check!!",763a7f0e,NND alert test 2,SUCCESS,
2025-07-16 03:58:57,test 10,test 10,"MI2 NND(A) #05 INTEGRATION LOT_ID: f9c5bebbad has NG Rate of 0.81% at 2025-07-16 03:58:50. Total defect count is 142. Surface defect count: 70, Dimension defect count: 72. Please Check!!",9a4adedf,test 10,SUCCESS,
2025-07-16 03:59:07,test 10,test 10,"MI2 NND(C) #02 FOIL LOT_ID: 5f63a22ecb has NG Rate of 1.92% at 2025-07-16 03:58:59. Total defect count is 112. Surface defect count: 55, Dimension defect count: 57. Please Check!!",c6743a7c,test 10,SUCCESS,
2025-07-16 03:59:17,test 10,test 10,"MI2 NND(A) #04 FOIL LOT_ID: 80c38bde92 has NG Rate of 17.53% at 2025-07-16 03:59:09. Total defect count is 97. Surface defect count: 32, Dimension defect count: 65. Please Check!!",b9548a99,test 10,SUCCESS,
2025-07-16 03:59:27,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #04 INTEGRATION LOT_ID: 576b9704f1 has NG Rate of 10.08% at 2025-07-16 03:59:19. Total defect count is 85. Surface defect count: 20, Dimension defect count: 65. Please Check!!",bb17cc97,김지희 (Jihee Kim),SUCCESS,
2025-07-16 03:59:37,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #01 NGMARKING LOT_ID: f5ca4e8118 has NG Rate of 19.60% at 2025-07-16 03:59:29. Total defect count is 112. Surface defect count: 35, Dimension defect count: 77. Please Check!!",f9a7af54,김지희 (Jihee Kim),SUCCESS,
2025-07-16 03:59:47,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #04 FOIL LOT_ID: d3b51c020d has NG Rate of 18.33% at 2025-07-16 03:59:39. Total defect count is 109. Surface defect count: 30, Dimension defect count: 79. Please Check!!",3cd9bbc9,김지희 (Jihee Kim),SUCCESS,
2025-07-16 03:59:57,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #04 NGMARKING LOT_ID: 5e9aced97a has NG Rate of 8.79% at 2025-07-16 03:59:49. Total defect count is 84. Surface defect count: 33, Dimension defect count: 51. Please Check!!",3dc38665,김지희 (Jihee Kim),SUCCESS,
2025-07-16 04:00:07,test 4,test 4,"MI2 NND(A) #01 INTEGRATION LOT_ID: f159f63038 has NG Rate of 10.40% at 2025-07-16 03:59:59. Total defect count is 9. Surface defect count: 6, Dimension defect count: 3. Please Check!!",be58dbd7,test 4,SUCCESS,
2025-07-16 04:00:17,test 10,test 10,"MI2 NND(A) #05 INTEGRATION LOT_ID: 1b3449136e has NG Rate of 5.34% at 2025-07-16 04:00:09. Total defect count is 95. Surface defect count: 88, Dimension defect count: 7. Please Check!!",0533efce,test 10,SUCCESS,
2025-07-16 04:00:26,test 7,test 7,"MI2 NND(C) #04 INTEGRATION LOT_ID: 23414e110a has NG Rate of 4.79% at 2025-07-16 04:00:19. Total defect count is 38. Surface defect count: 3, Dimension defect count: 35. Please Check!!",55e54bf1,test 7,SUCCESS,
2025-07-16 04:00:36,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #03 NGMARKING LOT_ID: 138f5ad1fc has NG Rate of 12.86% at 2025-07-16 04:00:28. Total defect count is 80. Surface defect count: 41, Dimension defect count: 39. Please Check!!",5d63fbc9,김지희 (Jihee Kim),SUCCESS,
